Date,Open,High,Low,Close,Adj Close,Volume
2019-07-30,144.009995,146.080002,140.000000,142.029999,142.029999,1432200
2019-07-31,143.000000,146.899994,140.880997,143.220001,143.220001,1535400
2019-08-01,142.929993,148.779999,138.125000,143.660004,143.660004,1264300
2019-08-02,142.229996,143.500000,137.354996,140.779999,140.779999,830900
2019-08-05,135.869995,141.145996,134.320999,135.880005,135.880005,1248000
2019-08-06,137.979996,141.089996,137.199997,139.000000,139.000000,994100
2019-08-07,135.779999,143.199997,135.412994,142.630005,142.630005,802500
2019-08-08,144.059998,150.789993,144.059998,149.509995,149.509995,994000
2019-08-09,148.779999,151.369995,146.479996,148.899994,148.899994,555000
2019-08-12,148.470001,148.470001,142.160004,143.509995,143.509995,803700
2019-08-13,142.020004,147.822006,142.020004,146.229996,146.229996,754700
2019-08-14,142.919998,145.154999,138.360001,142.279999,142.279999,967100
2019-08-15,142.699997,144.500000,139.800003,141.649994,141.649994,798700
2019-08-16,143.229996,146.729996,142.509995,143.789993,143.789993,733400
2019-08-19,146.669998,147.690002,140.339996,140.580002,140.580002,1050300
2019-08-20,140.000000,140.899994,137.339996,139.190002,139.190002,829600
2019-08-21,141.949997,149.509995,140.750000,148.080002,148.080002,1116700
2019-08-22,148.110001,149.270004,142.160004,142.339996,142.339996,893600
2019-08-23,141.970001,146.000000,138.619995,139.369995,139.369995,1045100
2019-08-26,142.360001,146.927002,140.380005,146.649994,146.649994,898300
2019-08-27,153.050003,158.255997,149.149994,150.210007,150.210007,2594000
2019-08-28,154.259995,156.889999,145.356003,147.979996,147.979996,1299000
2019-08-29,150.500000,155.914993,148.250000,154.360001,154.360001,1160700
2019-08-30,155.589996,157.190002,148.000000,152.309998,152.309998,1027400
2019-09-03,150.699997,155.000000,147.350006,149.940002,149.940002,1559500
2019-09-04,152.979996,160.410004,152.979996,158.660004,158.660004,3108100
2019-09-05,156.660004,159.000000,142.350006,150.440002,150.440002,5005300
2019-09-06,149.660004,150.330002,140.169998,140.630005,140.630005,1928700
2019-09-09,140.619995,142.559998,125.199997,131.369995,131.369995,3786700
2019-09-10,127.430000,136.250000,126.139999,129.020004,129.020004,1785700
2019-09-11,128.580002,132.490005,126.449997,130.580002,130.580002,2050400
2019-09-12,133.000000,135.800003,128.300003,128.529999,128.529999,1645200
2019-09-13,127.739998,128.179993,121.120003,123.290001,123.290001,2760600
2019-09-16,121.290001,132.119995,120.050003,132.000000,132.000000,2663400
2019-09-17,131.559998,136.080002,129.710007,136.000000,136.000000,2443200
2019-09-18,136.059998,136.740005,131.190002,134.279999,134.279999,1610600
2019-09-19,134.210007,135.000000,130.360001,131.460007,131.460007,1017900
2019-09-20,133.009995,134.899994,129.520004,131.820007,131.820007,2546000
2019-09-23,131.470001,132.500000,129.990005,131.350006,131.350006,721500
2019-09-24,132.059998,132.261002,122.190002,124.019997,124.019997,1921700
2019-09-25,123.239998,125.580002,120.379997,125.000000,125.000000,1237400
2019-09-26,124.889999,127.940002,121.820000,126.660004,126.660004,1578900
2019-09-27,128.009995,128.649994,115.750000,117.330002,117.330002,2360200
2019-09-30,117.570000,121.870003,112.309998,120.480003,120.480003,1754100
2019-10-01,119.830002,123.339996,116.500000,120.470001,120.470001,1042400
2019-10-02,116.529999,121.360001,115.550003,120.739998,120.739998,1036000
2019-10-03,120.980003,129.869995,119.059998,129.059998,129.059998,1965500
2019-10-04,130.169998,132.149994,127.480003,131.210007,131.210007,865400
2019-10-07,130.440002,138.839996,130.440002,136.720001,136.720001,1415800
2019-10-08,135.389999,137.589996,127.330002,127.500000,127.500000,1779100
2019-10-09,129.089996,134.839996,126.440002,133.470001,133.470001,1480200
2019-10-10,132.649994,134.949997,130.744995,132.470001,132.470001,949800
2019-10-11,134.000000,137.000000,133.621002,136.309998,136.309998,1356800
2019-10-14,136.130005,140.324005,135.479996,137.544998,137.544998,1128800
2019-10-15,138.339996,139.160004,134.550003,134.899994,134.899994,781000
2019-10-16,130.699997,131.039993,121.330002,121.470001,121.470001,2597100
2019-10-17,122.589996,123.699997,119.360001,120.360001,120.360001,1059300
2019-10-18,120.440002,120.500000,110.610001,116.860001,116.860001,2817600
2019-10-21,117.500000,120.000000,115.089996,118.480003,118.480003,1320400
2019-10-22,119.059998,120.910004,113.029999,114.769997,114.769997,1181100
2019-10-23,113.610001,121.260002,113.442001,115.470001,115.470001,1000800
2019-10-24,118.349998,123.989998,118.112000,122.430000,122.430000,1317800
2019-10-25,121.650002,126.000000,118.510002,125.779999,125.779999,812800
2019-10-28,126.160004,129.039993,125.338997,128.020004,128.020004,1044400
2019-10-29,128.070007,128.520004,125.050003,125.489998,125.489998,584300
